Asset Number,Asset Description,Building,Floor,Department,Room,Condition,Status,Notes
TR118*GAMIS404,"SCANNER,BARCODE ",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS405,"SCANNER,BARCODE ",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS406,"SCANNER,BARCODE ",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS407,"SCANNER,BARCODE ",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS408,"SCANNER,BARCODE ",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS409,"SCANNER,BARCODE ",MOI PHASE I &II,FIRST FLOOR,DAHRM,275 HR TRAINING AND ADMINSTR,GOOD,Active,
TR118*GAMIS410,"SCANNER,-F1-7160 FUJITSU SCANJET PRO 4500 FNL",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS411,"SCANNER,FDR,FUJI   SMART",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS399,"SCANNER,HP PRO 4500 FNI  FOR NETWORK ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS400,"SCANNER,HP PRO 4500 FNI FOR NETWORK ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS401,"SCANNER,HP PRO 4500 FNI NETWORK SCANNER",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*007835,"Server, Dell PowerEdge S200, SN:7JHD4M1",MOI PHASE III,5 floor,ICTM,SERVER ROOM,GOOD,Active,
MOI/DISP/EO/0546,"SERVER, IBM AC1",,,,,,Active,
MOI/DISP/EO/0545,"SERVER, IBM AC1",,,,,,Active,
TR118*GAMIS416,"SERVER,HP 800 GI WR -250W PLATIUM 51- 6500/ 4GB RAM ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS417,"SERVER,HP 800 GI WR -250W PLATIUM 51- 6500/ 4GB RAM ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS418,"SERVER,HP 800 GI WR -250W PLATIUM 51- 6500/ 4GB RAM ",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS419,"SERVER,HP PROG5,160GB,2GB",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*GAMIS420,"SERVER,HP PROG5,160GB,2GB",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
TR118*006149,"SERVER,HP PROLIANT DL 380P G8,SN: NIL(E-MEDICAL BACKUP)",MOI PHASE III,5 floor,ICTM,"SERVER ROOM, LEVEL 5",VERY GOOD,Active,
TR118*006162,"SERVER,HP PROLIANT DL380P G10,SN:CZ284004C0",MOI PHASE III,5 floor,ICTM,"SERVER ROOM, LEVEL 5",VERY GOOD,Active,
TR118*006154,"SERVER,HP,SN: CZ243907ZH",MOI PHASE III,5 floor,ICTM,"SERVER ROOM, LEVEL 5",VERY GOOD,Active,
TR118*006160,"SERVER,HP,SN:CZJ91303D8",MOI PHASE III,5 floor,ICTM,"SERVER ROOM, LEVEL 5",VERY GOOD,Active,
TR118*GAMIS258,"TABLET, SAMSUNG GALAXY TABLE 7 3GB, RAM, 32GB STORAGE , WIFI",MOI PHASE I &II,FIRST FLOOR,DAHRM,DAHRM OFFICE,GOOD,Active,
